TestCaseID,BuildID,ExecutionTime,Environment,Browser,Module,FailedStep,ErrorMessage,StackTraceSnippet,Locator,APIResponse,Duration(ms),RetryCount,Status
TC_RENT_016,B1023,1/20/2026 23:42,Staging,Firefox,Ecommerce,Rent Item,Assertion passed,N/A,N/A,HTTP 200 OK,3753,0,PASS
TC_RENT_036,B1029,1/20/2026 23:44,UAT,Firefox,Ecommerce,Rent Item,Error: locator('#user-name') not found,waiting for selector '#user-name' failed,#user-name,N/A,18707,1,FAIL
TC_VIEW_EMP_032,B1022,1/20/2026 23:46,UAT,Firefox,Employee,View Employee,Timeout 30000ms waiting for API response,apiRequest.post('/service') timed out,#saveBtn,HTTP 504 Gateway,30701,1,FAIL
TC_VIEW_EMP_041,B1022,1/20/2026 23:48,UAT,Firefox,Employee,View Employee,Timeout 30000ms waiting for API response,apiRequest.post('/service') timed out,#saveBtn,HTTP 504 Gateway,32536,2,FAIL
TC_ADD_EMP_011,B1027,1/20/2026 23:50,Staging,Firefox,Employee,Save Employee,Assertion passed,N/A,N/A,HTTP 200 OK,6216,0,PASS
TC_ADD_CART_012,B1036,1/20/2026 23:52,UAT,Chrome,Ecommerce,Add to Cart,Timeout 30000ms waiting for API response,apiRequest.post('/service') timed out,#saveBtn,HTTP 504 Gateway,33422,2,FAIL
TC_LOGIN_043,B1017,1/20/2026 23:54,Staging,Firefox,Authentication,Click Login Button,Assertion passed,N/A,N/A,HTTP 200 OK,4961,0,PASS
TC_PURCHASE_039,B1002,1/20/2026 23:56,Staging,Chrome,Ecommerce,Purchase,Timeout 30000ms waiting for API response,apiRequest.post('/service') timed out,#saveBtn,HTTP 504 Gateway,30644,1,FAIL
TC_VIEW_EMP_011,B1023,1/20/2026 23:58,UAT,Edge,Employee,View Employee,Error: Navigation timeout 45000ms exceeded,page.goto('/dashboard') timed out,N/A,HTTP 200 OK,46368,0,FAIL
TC_ADD_EMP_026,B1039,1/21/2026 0:00,Staging,Chrome,Employee,Save Employee,Assertion passed,N/A,N/A,HTTP 200 OK,7583,0,PASS
TC_ADD_CART_025,B1011,1/21/2026 0:02,UAT,Chrome,Ecommerce,Add to Cart,Assertion passed,N/A,N/A,HTTP 200 OK,2321,0,PASS
TC_RENT_004,B1010,1/21/2026 0:04,Staging,Chrome,Ecommerce,Rent Item,Error: locator('#user-name') not found,waiting for selector '#user-name' failed,#user-name,N/A,18485,0,FAIL
TC_ADD_EMP_004,B1023,1/21/2026 0:06,QA,Firefox,Employee,Save Employee,Assertion passed,N/A,N/A,HTTP 200 OK,3569,0,PASS
TC_ADD_CART_026,B1008,1/21/2026 0:08,Staging,Edge,Ecommerce,Add to Cart,Assertion passed,N/A,N/A,HTTP 200 OK,3621,0,PASS
TC_LOGIN_018,B1002,1/21/2026 0:10,UAT,Chrome,Authentication,Click Login Button,Error: Navigation timeout 45000ms exceeded,page.goto('/dashboard') timed out,N/A,HTTP 200 OK,46765,1,FAIL
TC_VIEW_EMP_049,B1001,1/21/2026 0:12,QA,Firefox,Employee,View Employee,Error: locator('#user-name') not found,waiting for selector '#user-name' failed,#user-name,N/A,17644,0,FAIL
TC_VIEW_EMP_014,B1049,1/21/2026 0:14,Staging,Edge,Employee,View Employee,Timeout 30000ms waiting for API response,apiRequest.post('/service') timed out,#saveBtn,HTTP 504 Gateway,30614,1,FAIL
TC_DELETE_EMP_005,B1004,1/21/2026 0:16,QA,Edge,Employee,Delete Employee,Error: locator('#user-name') not found,waiting for selector '#user-name' failed,#user-name,N/A,16070,1,FAIL
TC_LOGIN_039,B1016,1/21/2026 0:18,QA,Firefox,Authentication,Click Login Button,Error: locator('#user-name') not found,waiting for selector '#user-name' failed,#user-name,N/A,16094,0,FAIL
TC_DELETE_EMP_031,B1043,1/21/2026 0:20,QA,Firefox,Employee,Delete Employee,Error: locator('#user-name') not found,waiting for selector '#user-name' failed,#user-name,N/A,19981,0,FAIL
TC_EDIT_EMP_050,B1022,1/21/2026 0:22,QA,Edge,Employee,Edit Employee,Error: locator('#user-name') not found,waiting for selector '#user-name' failed,#user-name,N/A,18101,0,FAIL
TC_ADD_EMP_013,B1006,1/21/2026 0:24,UAT,Edge,Employee,Save Employee,Assertion passed,N/A,N/A,HTTP 200 OK,7114,0,PASS
TC_VIEW_EMP_018,B1012,1/21/2026 0:26,UAT,Edge,Employee,View Employee,Timeout 30000ms waiting for API response,apiRequest.post('/service') timed out,#saveBtn,HTTP 504 Gateway,34207,2,FAIL
TC_ADD_EMP_002,B1024,1/21/2026 0:28,QA,Chrome,Employee,Save Employee,Timeout 30000ms waiting for API response,apiRequest.post('/service') timed out,#saveBtn,HTTP 504 Gateway,33748,3,FAIL
TC_ADD_EMP_009,B1016,1/21/2026 0:30,QA,Chrome,Employee,Save Employee,Assertion passed,N/A,N/A,HTTP 200 OK,5879,0,PASS
TC_EDIT_EMP_030,B1032,1/21/2026 0:32,QA,Firefox,Employee,Edit Employee,Error: Navigation timeout 45000ms exceeded,page.goto('/dashboard') timed out,N/A,HTTP 200 OK,46515,1,FAIL
TC_DELETE_EMP_017,B1017,1/21/2026 0:34,QA,Edge,Employee,Delete Employee,Error: Navigation timeout 45000ms exceeded,page.goto('/dashboard') timed out,N/A,HTTP 200 OK,46496,0,FAIL
TC_VIEW_PRODUCT_010,B1042,1/21/2026 0:36,Staging,Chrome,Ecommerce,View Product,Assertion passed,N/A,N/A,HTTP 200 OK,3731,0,PASS
TC_DELETE_EMP_018,B1032,1/21/2026 0:38,QA,Edge,Employee,Delete Employee,Timeout 30000ms waiting for API response,apiRequest.post('/service') timed out,#saveBtn,HTTP 504 Gateway,33029,3,FAIL
TC_ADD_CART_008,B1038,1/21/2026 0:40,UAT,Chrome,Ecommerce,Add to Cart,Assertion passed,N/A,N/A,HTTP 200 OK,3609,0,PASS
TC_LOGIN_017,B1040,1/21/2026 0:42,UAT,Chrome,Authentication,Click Login Button,Error: locator('#user-name') not found,waiting for selector '#user-name' failed,#user-name,N/A,17176,0,FAIL
TC_ADD_CART_036,B1049,1/21/2026 0:44,Staging,Chrome,Ecommerce,Add to Cart,Timeout 30000ms waiting for API response,apiRequest.post('/service') timed out,#saveBtn,HTTP 504 Gateway,33639,3,FAIL
TC_LOGIN_027,B1038,1/21/2026 0:46,Staging,Chrome,Authentication,Click Login Button,Assertion passed,N/A,N/A,HTTP 200 OK,3685,0,PASS
TC_RENT_029,B1030,1/21/2026 0:48,UAT,Chrome,Ecommerce,Rent Item,Assertion passed,N/A,N/A,HTTP 200 OK,7785,0,PASS
TC_RENT_007,B1024,1/21/2026 0:50,Staging,Chrome,Ecommerce,Rent Item,Timeout 30000ms waiting for API response,apiRequest.post('/service') timed out,#saveBtn,HTTP 504 Gateway,31737,1,FAIL
TC_VIEW_PRODUCT_034,B1040,1/21/2026 0:52,UAT,Chrome,Ecommerce,View Product,Timeout 30000ms waiting for API response,apiRequest.post('/service') timed out,#saveBtn,HTTP 504 Gateway,34183,1,FAIL
TC_LOGIN_005,B1014,1/21/2026 0:54,Staging,Edge,Authentication,Click Login Button,Error: locator('#user-name') not found,waiting for selector '#user-name' failed,#user-name,N/A,19750,0,FAIL
TC_VIEW_EMP_033,B1038,1/21/2026 0:56,UAT,Chrome,Employee,View Employee,Assertion passed,N/A,N/A,HTTP 200 OK,6116,0,PASS
TC_RENT_032,B1024,1/21/2026 0:58,Staging,Edge,Ecommerce,Rent Item,Timeout 30000ms waiting for API response,apiRequest.post('/service') timed out,#saveBtn,HTTP 504 Gateway,30999,1,FAIL
TC_DELETE_EMP_017,B1042,1/21/2026 1:00,QA,Edge,Employee,Delete Employee,Timeout 30000ms waiting for API response,apiRequest.post('/service') timed out,#saveBtn,HTTP 504 Gateway,33818,3,FAIL
TC_PURCHASE_002,B1027,1/21/2026 1:02,Staging,Firefox,Ecommerce,Purchase,Assertion passed,N/A,N/A,HTTP 200 OK,3389,0,PASS
TC_LOGIN_010,B1021,1/21/2026 1:04,Staging,Firefox,Authentication,Click Login Button,Timeout 30000ms waiting for API response,apiRequest.post('/service') timed out,#saveBtn,HTTP 504 Gateway,32320,3,FAIL
TC_DELETE_EMP_044,B1029,1/21/2026 1:06,Staging,Edge,Employee,Delete Employee,Error: locator('#user-name') not found,waiting for selector '#user-name' failed,#user-name,N/A,17227,1,FAIL
TC_ADD_EMP_026,B1013,1/21/2026 1:08,Staging,Edge,Employee,Save Employee,Assertion passed,N/A,N/A,HTTP 200 OK,4967,0,PASS
TC_PURCHASE_028,B1010,1/21/2026 1:10,Staging,Firefox,Ecommerce,Purchase,Error: locator('#user-name') not found,waiting for selector '#user-name' failed,#user-name,N/A,19165,0,FAIL
TC_RENT_011,B1024,1/21/2026 1:12,UAT,Firefox,Ecommerce,Rent Item,Assertion passed,N/A,N/A,HTTP 200 OK,7849,0,PASS
TC_EDIT_EMP_030,B1016,1/21/2026 1:14,UAT,Edge,Employee,Edit Employee,Error: Navigation timeout 45000ms exceeded,page.goto('/dashboard') timed out,N/A,HTTP 200 OK,45579,0,FAIL
TC_EDIT_EMP_026,B1006,1/21/2026 1:16,Staging,Firefox,Employee,Edit Employee,Timeout 30000ms waiting for API response,apiRequest.post('/service') timed out,#saveBtn,HTTP 504 Gateway,34859,1,FAIL
TC_DELETE_EMP_011,B1039,1/21/2026 1:18,Staging,Edge,Employee,Delete Employee,Error: Navigation timeout 45000ms exceeded,page.goto('/dashboard') timed out,N/A,HTTP 200 OK,47128,1,FAIL
TC_ADD_EMP_004,B1048,1/21/2026 1:20,Staging,Chrome,Employee,Save Employee,Assertion passed,N/A,N/A,HTTP 200 OK,6089,0,PASS
TC_VIEW_EMP_049,B1049,1/21/2026 1:22,Staging,Firefox,Employee,View Employee,Error: Navigation timeout 45000ms exceeded,page.goto('/dashboard') timed out,N/A,HTTP 200 OK,47793,0,FAIL
TC_VIEW_PRODUCT_006,B1039,1/21/2026 1:24,UAT,Edge,Ecommerce,View Product,Error: Navigation timeout 45000ms exceeded,page.goto('/dashboard') timed out,N/A,HTTP 200 OK,48637,1,FAIL
TC_EDIT_EMP_043,B1017,1/21/2026 1:26,QA,Edge,Employee,Edit Employee,Error: Navigation timeout 45000ms exceeded,page.goto('/dashboard') timed out,N/A,HTTP 200 OK,48171,0,FAIL
TC_ADD_CART_007,B1015,1/21/2026 1:28,QA,Firefox,Ecommerce,Add to Cart,Error: Navigation timeout 45000ms exceeded,page.goto('/dashboard') timed out,N/A,HTTP 200 OK,45970,0,FAIL
TC_PURCHASE_017,B1029,1/21/2026 1:30,UAT,Chrome,Ecommerce,Purchase,Assertion passed,N/A,N/A,HTTP 200 OK,7584,0,PASS
TC_LOGIN_046,B1012,1/21/2026 1:32,Staging,Chrome,Authentication,Click Login Button,Timeout 30000ms waiting for API response,apiRequest.post('/service') timed out,#saveBtn,HTTP 504 Gateway,33598,3,FAIL
TC_LOGIN_026,B1042,1/21/2026 1:34,UAT,Chrome,Authentication,Click Login Button,Error: locator('#user-name') not found,waiting for selector '#user-name' failed,#user-name,N/A,16056,1,FAIL
TC_RENT_005,B1035,1/21/2026 1:36,QA,Chrome,Ecommerce,Rent Item,Assertion passed,N/A,N/A,HTTP 200 OK,5841,0,PASS
TC_EDIT_EMP_050,B1045,1/21/2026 1:38,Staging,Chrome,Employee,Edit Employee,Timeout 30000ms waiting for API response,apiRequest.post('/service') timed out,#saveBtn,HTTP 504 Gateway,32673,2,FAIL
